1,1,粤BAM049,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,66,MINI>2023款 Cooper Cabrio 1.5T 双离合 艺术家,,,
2,3,粤B0PQ07,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,265,领克03>2023款 领克03+ 2.0TD 手自一体 Cyan 定制版,,,
3,4,粤BF15242,,,,LC0CD4C41J1067733,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,190,比亚迪>2018款 2.0T 手自一体 智联尊尚型,,,
4,5,粤B73GR7,,,,JTHB11B17L3000614,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,296,雷克萨斯ES>2023款 ES260 2.5 手自一体 卓越版,,,
5,6,粤BCH0505,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,87,蔚来ET5>2024款 75kWh,,,
6,7,粤B515MS,,,,WP1AG2958JLB63584,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,641,保时捷>2017款 Macan GTS 3.0T 双离合,,,
7,8,粤BF50473,,,,LC0CD4C44J1039683,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,210,比亚迪>2018款 唐DM 2.0T 双离合 智联创悦型,,,
8,9,BKTM,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,67,,,,
9,10,粤BFG1931,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,639,宝马5系新能源>2019款 530Le 2.0T 手自一体 先锋版,,,
10,11,京AC13872,,,,5YJXCCE29JF095887,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,428,特斯拉>2017款 Model X 100D Model X 100D,,,
11,12,粤E6Q9R0,,,,WP1AC29P88LA91907,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,329,保时捷>2007款 卡宴 4.8T 手自一体,,,
12,13,粤B1BF17,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,581,,,,
13,14,粤BP38A8,,,,WP0AA2986LS261163,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,638,保时捷718>2020款 718 卡曼 2.0T 双离合,,,
14,15,粤B未知,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,546,,,,
15,16,粤BU810J,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,广汽传祺>2022款 1.5T 双离合 270T J16 R-style赛道版,,,
16,17,粤Z8654港,,,,WP1ZZZ95ZHLB62429,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,342,保时捷>2017款 Macan GTS 3.0T 双离合,,,
17,18,粤B9Q80W,,,,LE4ZG4JB9KL285318,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,637,奔驰E级>2019款 E 300 L 2.0T 手自一体 时尚型,,,
18,19,粤L89Z29,,,,LBV5R1405NM393275,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,625,宝马3系>2022款 330i 2.0T 手自一体 M运动曜夜套装,,,
19,20,粤S51V5J,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,287,,,,
20,21,粤B20TN5,,,,WDDWJ7HB5KF915843,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,556,奔驰C级(进口)>2019款 C 260 Coupe 1.5T 手自一体,,,
21,22,粤B503743,,,,W1NYC5AJ1RX503743,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,156,奔驰>2023款 G 400 D 4MATIC 2.9T 手自一体,,,
22,23,粤B223LA,,,,WBS4Y9103LFH71563,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,529,宝马1系M>2019款 M4 双门轿跑车 3.0T 双离合 猎影版,,,
23,24,粤BH8W61,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,635,兰博基尼>2019款 Huracan EVO 5.2 双离合,,,
24,25,桂AAFD1832,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,634,,,,
25,26,粤AV70P5,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,633,奥迪Q3>2023款 1.4TFSI 双离合 35TFSI 进取动感型,,,
26,27,粤B6ND78,,,,WBS2U710XK7D13681,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,632,宝马M2>2018款 M2 双门轿跑车 3.0T 双离合 雷霆版,,,
27,28,粤B7Z15H,,,,JTEGS54M5AA008363,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,631,丰田>2010款 3.5 手自一体 7座豪华型,,,
28,29,粤B33SH,,,,WP0AA2972BL014044,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,207,保时捷>2010款 3.6 双离合,,,
29,30,粤B2600J,,,,W1K1J6BB7LF138547,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,629,奔驰E级AMG>2019款 E 53 AMG 4MATIC+ Coupe 48V 3.0T 手自一体,,,
30,31,粤BZT899,,,,WP1AA2952JLB12955,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,628,保时捷>2017款 2.0T 双离合(改款),,,
31,32,粤BBF6457,,,,HJNNADMG4RA056643,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,627,蔚来ES6>2023款 100kWh,,,
32,33,粤B934LX,,,,LFMA754K2L0040929,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,134,丰田>2019款 2.5 手自一体 进取版,,,
33,34,219660,,,,LRW3E7ET2RC219660,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,625,特斯拉>2023款 长续航焕新版 双电机全轮驱动,,,
34,35,粤B252HZ,,,,LBV21EP03PS444185,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,87,宝马X5>2022款 X5 xDrive 40Li 48v 3.0T 手自一体 M运动套装,,,
35,36,粤BA999L,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,623,雷克萨斯LC>2020款 LC500h 3.5 无级/自动,,,
36,37,粤B2S10L,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,622,宝马M4>2016款 M4 双门轿跑车 3.0T 双离合 竞速限量版,,,
37,38,粤BDN4002,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,567,,,,
38,39,粤D0M895,,,,WUAS2D4G0EN904171,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,621,奥迪RS 7>2014款 RS7 Sportback 4.0TFSI 手自一体,,,
39,40,粤BG33697,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,557,AITO>2024款 智驾后驱Ultra版5座,,,
40,41,粤B6J78P,,,,SALVA2BG9FH975334,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,61,路虎>2015款 2.0T 手自一体 耀享版,,,
41,42,粤B115G7,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,619,宝马6系GT>2019款 GT 630i 2.0T 手自一体 M运动套装,,,
42,44,粤BB23912,,,,LJ1EFAUU8NG083663,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,406,蔚来ET7>2021款 70kWh,,,
43,45,粤BH06513,,,,HLX33B128R1665441,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,311,理想汽车>2024款 Pro,,,
44,46,粤B88R88,,,,JTHACABB8N8012274,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,22,雷克萨斯LM>2020款 LM300h 2.5 无级 隽雅版,,,
45,47,粤B046445,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,617,蔚来EC6>2024款 75kWh,,,
46,48,粤BD57607,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,616,蔚来EC6>2024款 75kWh,,,
47,49,粤BBQ7933,,,,LJ1E6A2U2PG025862,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,615,蔚来ES6>2023款 75kWh,,,
48,50,粤B3VQ73,,,,WP0BJ2977ML163184,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,452,保时捷>2021款 帕纳美拉 Executive 2.9T 双离合,,,
49,51,粤BB52555,,,,LRW3E7ET9RC214195,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,127,特斯拉>2023款 焕新版 后轮驱动,,,
50,52,粤BD2899,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,452,路虎>2023款 揽胜运动版 48V 3.0T 手自一体 P400 Dynamic HSE,,,
51,53,粤B63ZV5,,,,WDCYC6AH9KX319483,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,426,奔驰G级>2019款 G 500 4.0T 手自一体,,,
52,54,粤ZY830港,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,61,丰田>2020款 3.5 手自一体,,,
53,55,粤B279AD,,,,JTNAGACH1R8019593,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,456,丰田>2024款 埃尔法 2.5 无级 臻享版,,,
54,56,粤BBR0725,,,,5YJSA7E6XPF513599,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,610,,,,
55,57,粤BR301S,,,,SALEA7EU2L2030383,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,15,路虎>2020款 卫士110 3.0T 手自一体 P400 SE,,,
56,58,粤B583602,,,,LJ1E6A3U6PG683602,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,139,蔚来ES8>2023款 100kWh 签名版,,,
57,59,粤B2H553,,,,WBA11AV01RFR13583,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,608,宝马4系>2023款 425i 四门轿跑车 2.0T 手自一体 M运动曜夜套装,,,
58,60,粤Z7Z18B,,,,WMW31DK07N2R27522,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,376,MINI>2022款 Mini Cooper 1.5T 双离合 The Coopers 纪念版,,,
59,61,粤B559692,,,,LS6EKE131RA559692,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,567,阿维塔12>2023款 700 三激光后驱奢享版,,,
60,62,粤BN782M,,,,LBV6R4106NM357976,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,247,宝马3系>2022款 325Li 2.0T 手自一体 M运动套装(改款),,,
61,63,粤UGT250,,,,WBSPM9107BE196393,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,607,宝马M3>2009款 M3 4.0 双离合,,,
62,64,粤BAA5184,,,,LRW3E7EC4MC207552,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,606,特斯拉>2021款 Performance高性能全轮驱动版(改款),,,
63,65,粤BC724T,,,,JTHB71B11P2206747,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,605,雷克萨斯ES>2022款 ES300h 2.5 无级 尊享版,,,
64,66,粤A2D99G,,,,W1K6X6BB4NA135089,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,546,奔驰>2021款 S 480 4MATIC 48V 3.0T 手自一体,,,
65,67,粤BA51022,,,,LJ1E6A2U9PG006712,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,39,蔚来ES6>2023款 75kWh,,,
66,68,粤B57ZB7,,,,WP1AA29Y2NDA13028,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,603,保时捷>2022款 3.0T 手自一体 铂金版,,,
67,69,粤B924MT,,,,W1K6G5HB0PA244119,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,329,奔驰S级>2023款 S 400 L 48V 2.5T 手自一体 商务型,,,
68,70,粤BAS0451,,,,LJ1E6A2U7PG019281,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,89,蔚来ES6>2023款 75kWh,,,
69,71,粤B770DA,,,,WVGWX6CR4MD006106,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,248,大众>2021款 3.0TSI 手自一体 锐享版,,,
70,72,粤BK83N3,,,,LBV31FH07R1A84875,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,600,宝马3系>2024款 325Li 2.0T 手自一体 M运动曜夜套装,,,
71,73,粤B1Q912,,,,SALKABFU2RA209039,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,599,路虎>2024款 揽胜 48V 3.0T 手自一体 L6 400PS 典范加长版,,,
72,74,粤ZR095港,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,598,丰田>2021款 威尔法 2.5 无级 皇冠 HV尊贵版,,,
73,75,粤B120B3,,,,WP0BA299XGS132071,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,370,保时捷911>2014款 Targa 4 3.4 双离合,,,
74,76,120571,,,,W1K2J4JB6PA120571,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,596,奔驰CLS级>2021款 CLS 300 2.0T 手自一体 动感型(改款),,,
75,77,粤BA87Q2,,,,WBA51BJ03NWX53438,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,222,宝马5系(进口)>2022款 540i 3.0T 手自一体 风尚版 M运动套装,,,
76,78,粤BT09J5,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,262,,,,
77,79,粤BP42B2,,,,1G6A95RX6E0144993,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,561,凯迪拉克ATS(进口)>2014款 2.0T 手自一体 28T 舒适型,,,
78,80,粤B1N666,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,594,路虎>2022款 揽胜运动版 48V 3.0T 手自一体 L6 HST,,,
79,81,粤BX6X60,,,,WBA11AP02NCK19414,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,593,宝马4系>2022款 425i 双门轿跑车 2.0T 手自一体 时尚型 M运动曜夜套装,,,
80,82,临牌,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,307,理想汽车>2024款 Pro,,,
81,83,粤BDE7133,,,,LRWYGCEL9NC400144,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,366,特斯拉>2021款 Performance高性能全轮驱动版,,,
82,84,粤BTT701,,,,JT2DB41A6NW046827,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,159,丰田>2022款 3.0T 手自一体 GR 标准型,,,
83,85,粤BGN8101,,,黑色,LDP95H963RE103602,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,295,岚图汽车FREE>2024款 超长续航智驾版,,,
84,86,粤B15E29,,,,W1KWF8GB3MR648244,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,奔驰C级AMG>2021款 C 63 AMG 4.0T 手自一体,,,
