1,1,0,1,0,"",洗车,1,200.00,0.00,0,200.00,200.00,"",2024-08-25 11:50:09,2024-08-25 03:50:09,"","",
2,5,0,5,0,"",洗车,1,200.00,0.00,0,200.00,200.00,"",2024-08-25 11:50:09,2024-08-25 03:50:09,"","",""
3,6,0,6,0,"",洗车,1,200.00,0.00,0,200.00,200.00,"",2024-08-25 11:50:09,2024-08-25 03:50:09,"","",""
4,7,0,7,0,"",洗车,1,200.00,0.00,0,200.00,200.00,"",2024-08-25 11:50:09,2024-08-25 03:50:09,"","",""
5,8,0,8,0,"",洗车,1,202.00,0.00,0,200.00,200.00,"",2024-08-25 11:50:09,2024-08-25 03:50:09,"","",""
6,9,0,9,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-25 15:31:08,2024-08-25 15:31:08,"","",""
7,10,0,9,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-25 15:31:08,2024-08-25 15:31:08,"","",""
8,11,0,10,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-25 16:09:17,2024-08-25 16:09:17,"","",""
9,12,0,10,0,"",洗车,1,200.00,0.00,8,200.00,160.00,"",2024-08-25 16:09:17,2024-08-25 16:09:17,"","",""
10,13,0,11,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-26 14:12:00,2024-08-26 14:12:00,"","",""
11,14,0,12,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-26 14:49:19,2024-08-26 14:49:19,"","",""
12,15,0,12,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-26 14:49:19,2024-08-26 14:49:19,"","",""
13,16,0,13,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-26 14:51:13,2024-08-26 14:51:13,"","",""
14,17,0,13,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-26 14:51:13,2024-08-26 14:51:13,"","",""
15,18,0,14,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-26 14:51:21,2024-08-26 14:51:21,"","",""
16,19,0,14,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-26 14:51:21,2024-08-26 14:51:21,"","",""
17,20,0,15,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-26 14:53:46,2024-08-26 14:53:46,"","",""
18,21,0,15,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-26 14:53:46,2024-08-26 14:53:46,"","",""
19,22,0,16,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-26 15:06:07,2024-08-26 15:06:07,"","",""
20,23,0,16,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-26 15:06:07,2024-08-26 15:06:07,"","",""
21,24,0,17,0,"",洗车,2,200.00,0.00,10,400.00,400.00,"",2024-08-27 22:30:38,2024-08-27 14:30:37,"","",""
22,25,0,18,0,"",洗车,2,200.00,0.00,10,400.00,400.00,"",2024-08-27 22:32:33,2024-08-27 14:32:32,"","",""
23,26,0,19,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-27 22:33:58,2024-08-27 14:33:57,"","",""
24,27,0,20,0,"",洗车,1,2000.00,0.00,10,2000.00,2000.00,"",2024-08-27 23:09:54,2024-08-27 15:09:54,"","",""
25,28,0,20,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-27 23:09:54,2024-08-27 15:09:54,"","",""
26,29,0,21,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-27 23:41:33,2024-08-27 15:41:32,"","",""
27,30,0,21,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-27 23:41:33,2024-08-27 15:41:32,"","",""
28,31,0,22,0,"",洗车,1,199.00,0.00,10,199.00,199.00,"",2024-08-28 22:09:43,2024-08-28 14:09:42,"","",""
29,32,0,22,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-28 22:09:43,2024-08-28 14:09:42,"","",""
30,33,0,23,0,"",洗车,1,199.00,0.00,9,199.00,179.10,"",2024-08-28 23:12:48,2024-08-28 15:12:48,"","",""
31,34,0,23,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-28 23:12:48,2024-08-28 15:12:48,"","",""
32,35,0,24,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-29 09:27:19,2024-08-29 01:27:18,"","",""
33,36,0,25,0,"",洗车,1,199.00,0.00,10,199.00,199.00,"",2024-08-29 11:12:31,2024-08-29 03:12:30,"","",""
34,37,0,26,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-30 00:51:14,2024-08-29 16:51:14,"","",""
35,38,0,26,0,"",洗车,1,198.00,0.00,9,198.00,178.20,"",2024-08-30 00:51:14,2024-08-29 16:51:14,"","",""
36,39,0,27,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-30 00:58:57,2024-08-29 16:58:56,"","",""
37,40,0,27,0,"",洗车,3,200.00,0.00,10,600.00,600.00,"",2024-08-30 00:58:57,2024-08-29 16:58:56,"","",""
38,43,0,28,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-30 22:04:55,2024-08-30 14:04:54,"","",""
39,44,0,29,0,"",洗车,1,197.00,0.00,9,197.00,177.30,"",2024-08-30 23:33:25,2024-08-30 15:33:24,"","",""
40,45,0,30,0,"",洗车,1,200.00,0.00,9,200.00,180.00,"",2024-08-30 23:37:47,2024-08-30 15:37:46,"","",""
41,46,0,30,0,"",洗车,1,199.00,0.00,10,199.00,199.00,"",2024-08-30 23:37:47,2024-08-30 15:37:46,"","",""
42,47,0,31,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-30 23:59:46,2024-08-30 15:59:45,"","",""
43,48,0,31,0,"",洗车,1,200.00,0.00,10,200.00,200.00,"",2024-08-30 23:59:46,2024-08-30 15:59:45,"","",""
44,51,0,32,0,"",车身拉花工时,2,100.00,0.00,10,200.00,200.00,"",2024-08-31 16:29:18,2024-08-31 08:29:17,"","",""
45,52,0,32,0,"",代洗车,1,168.00,0.00,10,168.00,168.00,"",2024-08-31 16:29:18,2024-08-31 08:29:17,"","",""
46,53,0,0,0,"",车身拉花工时,1,100.00,0.00,10,100.00,100.00,"",2024-08-31 16:29:18,2024-08-31 08:29:17,"","",""
